system:index,Landcover_Class,B2,B3,B4,B5,B6,B7,B1
5_0,8,-3,61,56,336,232,130,-60
6_0,12,397,720,633,2444,2686,1672,317
8_0,8,102,203,119,1380,620,253,48
9_0,9,252,397,358,1851,1284,674,204
11_0,9,22,161,129,1232,601,298,-41
12_0,3,404,589,617,1398,1005,640,337
15_0,4,1281,1709,1787,2586,2449,1803,1009
17_0,17,535,806,771,2952,2550,1815,470
20_0,17,753,915,1034,1456,2400,2335,684
22_0,9,587,975,1176,2372,3024,1915,400
23_0,17,448,622,747,1567,1794,1481,373
24_0,17,391,662,647,2811,2015,1178,301
25_0,2,449,741,656,3034,2156,1298,357
28_0,9,63,208,233,1197,948,545,5
29_0,11,230,377,419,1446,1502,955,145
30_0,3,725,995,1091,1756,2234,1684,642
31_0,9,108,251,278,1150,1055,575,33
33_0,0,288,184,96,47,34,19,334
34_0,3,365,580,702,2295,1553,995,312
35_0,8,87,221,155,1782,847,373,50
36_0,0,371,256,113,50,31,21,394
39_0,0,537,735,745,362,160,127,449
40_0,0,197,140,73,44,31,15,216
41_0,9,158,340,278,2165,1378,663,113
42_0,12,389,709,594,2480,2507,1513,305
44_0,4,783,971,954,1384,1360,1223,698
46_0,7,200,391,300,2011,1243,628,176
47_0,11,205,465,493,2487,1776,946,114
48_0,17,463,557,650,1009,1645,1477,429
50_0,0,235,181,76,40,25,21,235
51_0,0,286,178,89,51,34,22,329
52_0,2,308,610,573,2082,1672,1104,187
54_0,0,500,576,288,54,20,19,414
55_0,9,109,227,211,1428,930,483,60
56_0,9,158,366,349,2119,1391,775,104
57_0,8,105,183,139,1082,566,298,65
58_0,17,377,463,497,1129,1683,1398,333
61_0,9,-13,99,90,732,400,222,-66
62_0,11,347,558,529,1721,2283,1473,288
63_0,17,463,768,549,3560,2060,1140,434
64_0,17,289,493,293,3696,1860,838,286
66_0,17,385,562,599,1754,1787,1134,315
69_0,12,439,725,818,2191,3241,2052,308
70_0,12,459,792,863,2714,3440,2164,340
71_0,0,220,159,81,48,34,18,233
72_0,0,380,350,130,68,34,22,325
76_0,4,393,641,650,1736,1225,896,287
80_0,0,188,261,128,59,44,35,182
82_0,9,237,321,314,1197,1203,704,214
83_0,0,293,387,296,116,78,55,251
85_0,11,1201,1647,2067,2737,3178,2595,977
86_0,12,359,747,418,3906,2049,1052,337
87_0,11,233,437,432,1797,1562,936,165
88_0,17,323,547,550,1974,1724,1320,225
89_0,0,434,438,189,124,81,60,368
90_0,5,607,798,836,1147,1214,1025,487
91_0,17,183,358,259,2427,1134,506,146
92_0,3,299,583,823,1297,2111,1765,153
95_0,12,401,655,570,2143,2428,1516,353
96_0,12,362,593,540,1905,2370,1499,319
101_0,17,453,719,692,2726,2512,1459,394
103_0,4,640,830,956,1483,1645,1445,509
104_0,17,809,1293,1614,2498,2842,2343,593
105_0,12,365,529,563,1251,1962,1454,285
106_0,8,72,156,131,1393,484,207,14
109_0,8,21,128,138,1080,598,319,-60
111_0,19,300,331,351,622,790,581,294
113_0,0,475,512,237,55,19,9,399
116_0,12,582,840,781,2279,2746,1757,502
117_0,17,324,595,572,1316,1050,717,180
119_0,0,273,174,93,47,31,23,308
120_0,11,181,352,402,1217,1181,683,75
121_0,11,275,432,423,1914,1828,1074,229
122_0,4,642,897,893,2054,1715,1296,588
123_0,11,406,728,640,2623,2619,1572,323
124_0,12,218,830,629,2917,1564,912,73
125_0,11,365,572,560,2672,2435,1330,316
127_0,19,503,677,745,1968,1838,1289,437
128_0,0,273,196,90,55,28,17,278
129_0,17,498,706,770,1769,1881,1425,428
130_0,4,576,991,1120,2213,1451,1147,428
133_0,12,577,885,1114,2251,3350,2057,441
134_0,8,58,164,99,2087,520,191,11
138_0,11,324,578,516,2116,2410,1482,270
139_0,17,285,461,388,2510,1584,826,250
142_0,12,386,757,605,3065,2485,1388,304
144_0,2,116,215,169,1064,708,379,70
145_0,0,441,343,120,45,30,17,391
147_0,0,519,710,660,140,24,9,411
149_0,0,388,251,152,93,81,70,422
151_0,17,568,773,884,1370,2012,1873,464
152_0,0,225,176,90,50,31,19,242
154_0,3,243,397,432,1387,1579,1052,188
155_0,8,113,203,158,1631,633,302,69
156_0,17,316,548,528,1951,1424,921,248
158_0,17,321,575,394,3254,1735,899,292
159_0,12,477,707,681,1993,2795,1982,423
161_0,11,465,819,1129,2476,3665,2504,324
162_0,17,380,519,640,982,1493,1190,334
164_0,11,323,674,309,4091,1779,832,303
165_0,0,207,144,71,37,24,14,219
167_0,8,128,281,146,2500,955,359,99
169_0,17,526,974,1089,1819,1524,1251,289
171_0,0,229,172,92,56,32,25,242
172_0,11,320,579,598,2074,1985,1219,233
173_0,17,356,520,543,1723,1663,1067,292
177_0,17,482,873,772,2581,2155,1272,375
180_0,0,392,718,470,111,22,17,318
181_0,4,588,869,898,1743,1307,1019,449
183_0,12,372,524,498,1466,1550,876,314
185_0,12,580,925,983,2996,3331,2065,491
189_0,17,596,813,1058,1782,2770,2159,478
190_0,12,328,617,582,2389,2100,1312,258
193_0,9,106,260,212,1253,1012,590,59
194_0,12,578,958,1144,2422,3000,1839,406
195_0,9,11,94,88,607,417,221,-44
196_0,17,334,552,629,1513,1542,1001,238
199_0,12,223,471,375,2205,1682,921,169
201_0,17,283,467,254,4058,1751,718,281
202_0,3,408,737,605,3957,2397,1341,334
203_0,11,338,409,414,1459,1171,689,316
204_0,12,511,840,945,2125,2657,1896,369
214_0,0,228,241,158,142,54,42,242
215_0,0,280,179,97,50,33,23,327
216_0,12,400,768,620,2806,2411,1391,337
217_0,19,331,390,424,524,457,329,292
224_0,17,571,699,842,1316,2373,2210,519
226_0,17,315,547,473,2382,1931,1205,290
227_0,11,293,504,435,2037,1870,1039,236
229_0,0,227,178,83,40,21,14,226
231_0,3,343,735,844,1955,2480,1651,246
233_0,3,437,640,671,1933,1677,1088,399
234_0,12,382,650,724,1729,1981,1253,303
235_0,11,494,907,864,2994,3386,2139,400
236_0,17,315,516,476,2097,1542,992,294
237_0,11,360,567,680,1728,2831,1879,209
240_0,12,473,834,983,2579,3508,2229,331
241_0,17,358,634,814,2263,2975,1992,271
243_0,12,440,712,839,1793,2602,2035,353
244_0,17,302,476,407,2023,1810,1111,266
246_0,0,236,166,78,50,30,17,238
247_0,11,547,892,1021,3235,2669,1570,427
249_0,9,58,162,106,1408,582,251,14
250_0,18,285,484,388,2510,1490,760,242
252_0,11,216,380,256,1266,1061,638,186
253_0,12,583,1012,1176,2762,2907,1663,384
255_0,17,275,457,601,983,1865,1596,217
256_0,12,394,649,717,1754,2493,1658,287
257_0,0,235,169,74,50,34,21,222
258_0,8,76,211,144,2214,551,212,24
259_0,11,336,598,666,2037,2319,1475,229
260_0,12,261,544,439,1762,1203,681,176
262_0,16,285,488,461,1836,1275,761,247
263_0,12,366,651,704,2346,2666,1624,270
264_0,8,56,85,40,563,209,83,40
265_0,3,536,730,807,1907,1936,1471,450
268_0,17,460,680,744,2200,2436,1597,408
269_0,12,572,710,624,2463,1461,955,537
270_0,17,311,375,435,603,1110,894,261
271_0,9,93,179,139,834,607,307,78
273_0,9,85,164,116,882,682,364,50
275_0,11,196,365,439,1151,1323,790,72
277_0,0,273,286,203,110,64,40,266
278_0,12,488,654,603,1841,2321,1495,467
281_0,11,536,638,590,2013,1473,847,466
283_0,2,206,445,376,2018,1038,625,109
287_0,11,52,171,171,1214,787,461,-6
291_0,11,298,639,544,2540,2098,1150,225
292_0,0,292,212,93,44,30,18,292
293_0,0,517,664,434,69,15,10,417
294_0,8,21,69,53,447,182,87,-8
295_0,0,496,669,614,129,22,12,404
300_0,0,276,177,98,49,27,19,322
304_0,17,379,574,739,1190,1589,1323,302
306_0,12,528,885,830,2903,3151,1912,455
308_0,9,329,456,468,1502,1704,1010,276
312_0,17,219,307,392,641,1197,1061,165
314_0,17,593,763,895,1518,2279,1895,533
316_0,12,518,752,732,2427,2735,1763,437
317_0,4,542,574,530,1598,1056,742,516
318_0,8,29,70,44,564,154,58,15
319_0,17,473,742,670,2600,2600,1647,414
321_0,9,181,176,132,663,492,265,159
322_0,12,405,686,583,2315,2265,1498,348
323_0,17,535,853,931,2142,2398,1573,409
326_0,17,426,718,542,3217,2155,1298,382
328_0,0,217,169,89,54,40,29,216
329_0,0,438,595,449,98,28,17,354
331_0,17,353,555,624,2139,1791,1075,320
334_0,8,320,446,452,1799,1770,1045,266
338_0,11,272,603,349,3308,1844,943,221
339_0,8,116,208,183,1209,784,374,68
340_0,12,473,715,645,2199,2688,1711,417
341_0,17,332,486,483,1693,1512,1003,291
342_0,3,576,851,920,1905,1408,1083,469
343_0,0,711,893,945,613,28,16,606
344_0,17,685,1018,1345,2108,3658,3184,573
347_0,3,187,321,313,1636,786,495,150
349_0,17,363,630,696,2029,2014,1425,268
353_0,17,648,842,964,1566,2137,1792,558
355_0,12,407,753,653,2488,2592,1649,330
357_0,9,-27,23,28,174,92,42,-65
359_0,0,339,435,248,52,24,12,279
361_0,12,590,981,1030,3498,3476,2025,472
362_0,0,403,373,142,37,26,9,365
363_0,0,288,326,370,1065,1039,751,275
364_0,4,609,906,1071,1681,1401,1175,476
365_0,8,143,256,220,2186,832,353,114
367_0,17,370,493,579,1328,1724,1296,323
368_0,5,878,1341,1479,1611,1973,1736,589
369_0,2,523,885,945,2458,3123,2058,426
373_0,0,470,518,239,47,20,12,404
375_0,9,238,337,244,1729,1118,581,224
376_0,11,208,343,310,942,1164,783,179
377_0,4,424,631,703,1357,952,688,336
378_0,19,262,300,263,269,97,62,263
379_0,9,92,173,107,1258,552,238,71
380_0,0,252,167,82,44,30,18,268
381_0,0,477,521,250,51,19,10,407
384_0,2,123,167,149,604,523,291,107
386_0,11,96,268,328,1574,1555,909,7
387_0,8,182,300,193,1733,886,401,145
388_0,9,177,350,281,2562,1420,676,127
393_0,11,323,537,672,2073,2117,1432,211
394_0,11,473,650,621,2459,2589,1512,419
395_0,12,290,493,472,1734,1912,1239,229
396_0,2,294,357,333,1658,1169,807,252
397_0,12,196,348,218,1717,921,492,172
399_0,11,225,395,420,1220,1721,1095,166
406_0,4,498,641,719,1537,1220,880,439
407_0,3,207,502,556,2050,1441,1029,74
411_0,0,524,624,348,55,20,5,438
413_0,12,168,335,242,2383,1127,507,143
414_0,17,535,802,1048,1634,2916,2782,414
415_0,3,316,505,518,1381,898,619,242
417_0,0,507,629,394,66,18,12,411
418_0,11,352,584,733,1959,2335,1661,241
419_0,0,296,193,108,57,42,26,342
422_0,11,395,628,749,2027,2936,2125,284
424_0,0,486,573,305,49,24,14,415
425_0,17,402,563,597,1941,1881,1277,343
426_0,0,354,243,93,44,19,9,354
428_0,8,51,175,106,1972,490,183,9
429_0,16,1004,1231,1306,1683,1608,1207,840
430_0,12,571,796,810,2110,2762,1806,521
432_0,17,535,805,847,2863,2055,1394,435
433_0,18,561,793,912,1478,2337,1831,426
434_0,8,94,234,216,1411,885,416,67
435_0,9,201,268,188,1971,872,411,194
439_0,4,752,985,1058,1677,1932,1534,669
441_0,0,424,408,163,47,19,9,388
444_0,9,65,275,265,1298,1039,569,14
446_0,0,411,401,157,61,33,21,369
447_0,0,339,252,99,57,29,19,318
449_0,8,119,195,119,1737,543,224,86
450_0,11,101,302,210,2275,911,413,37
452_0,17,728,985,1224,1728,2553,2232,595
453_0,12,479,796,759,3004,2562,1405,384
458_0,3,258,545,625,1325,1297,1016,67
460_0,4,1421,1845,2127,2365,2937,2748,1232
461_0,4,222,494,515,1900,1186,795,79
462_0,2,347,653,416,4025,1979,1028,293
465_0,4,424,689,760,1861,1766,1258,344
467_0,0,389,361,136,38,17,14,365
469_0,17,379,537,556,1685,1734,1139,326
471_0,3,155,380,404,1773,1198,844,73
474_0,0,205,300,296,1559,681,392,213
477_0,12,669,774,935,1847,3012,2174,519
479_0,17,515,729,829,1542,2088,1748,446
480_0,11,285,595,620,2088,2213,1275,182
482_0,2,247,561,455,2914,1569,853,195
483_0,12,374,826,603,3515,2603,1426,278
484_0,2,199,312,194,2194,861,353,190
485_0,0,590,746,538,88,27,11,481
487_0,11,176,303,337,1289,1154,705,103
490_0,19,515,737,681,2413,2303,1350,464
492_0,12,841,1277,1522,3401,4300,2708,648
493_0,12,343,638,330,3731,1583,727,340
497_0,4,434,695,715,1533,1237,965,425
498_0,9,116,244,217,1433,938,467,65
500_0,11,257,478,535,1327,1306,827,129
503_0,12,300,631,434,2947,2013,1069,238
504_0,9,215,468,418,2313,1834,1073,159
505_0,4,426,672,649,1943,1231,826,327
510_0,11,110,171,176,513,551,353,52
512_0,11,189,297,245,1031,790,437,169
513_0,12,510,924,1053,3331,3447,2225,344
516_0,5,598,652,730,1703,1060,1289,478
517_0,11,424,665,567,3378,2450,1252,382
518_0,12,490,654,621,1637,2562,1792,451
521_0,8,188,369,270,3203,1204,497,132
522_0,4,535,744,760,1955,1400,972,453
523_0,8,81,151,100,1707,451,183,33
524_0,12,399,647,513,2727,2311,1343,358
526_0,8,133,261,188,2427,849,361,79
527_0,12,616,1001,1135,2751,3331,2035,462
528_0,4,862,1027,1070,1998,1812,1470,785
530_0,3,505,639,669,1642,1185,897,443
532_0,17,392,650,793,1671,1830,1398,322
533_0,5,690,917,953,1432,1463,1281,616
537_0,11,241,456,538,1912,2059,1337,137
539_0,11,290,489,511,1677,1946,1207,186
540_0,4,718,1289,1424,2236,2288,1879,526
541_0,9,60,155,114,911,526,267,29
543_0,9,114,266,225,1860,1046,495,62
546_0,17,947,1179,1149,2045,2067,1575,844
548_0,4,514,679,738,1594,1207,921,410
549_0,12,337,548,565,1582,1846,1293,262
554_0,12,580,939,959,2883,3852,2479,484
556_0,17,475,757,686,2435,2067,1296,432
558_0,0,524,694,520,103,28,21,427
559_0,17,268,464,590,1654,1780,1163,193
560_0,17,551,674,768,1111,1783,1585,508
562_0,8,148,320,300,1775,1305,704,57
564_0,0,454,321,121,41,19,14,429
565_0,9,280,454,438,1982,2026,1134,196
566_0,17,401,566,573,1463,1624,1198,361
568_0,11,239,333,345,1024,1194,775,203
570_0,8,62,91,57,408,158,73,48
573_0,11,146,244,240,918,952,617,100
576_0,11,431,663,758,1621,1520,1102,338
577_0,8,154,280,195,1861,1000,452,111
579_0,17,205,420,331,2052,1365,753,170
581_0,17,416,685,936,1789,2687,2218,325
582_0,3,386,699,828,2031,1461,1083,292
584_0,11,128,275,295,1314,1157,669,63
585_0,11,453,690,590,2568,2817,1683,421
586_0,12,277,396,441,926,1184,801,211
588_0,9,214,366,263,2843,1276,542,171
589_0,5,1084,1154,1381,1636,1094,785,1103
593_0,11,498,686,687,2484,2984,1755,454
595_0,17,545,776,813,2400,2219,1577,476
597_0,11,253,519,367,1761,1581,976,209
598_0,8,67,176,103,2133,484,179,20
599_0,4,622,764,795,1241,1340,1102,540
600_0,0,545,471,179,56,19,13,465
601_0,9,126,238,157,2716,961,353,77
604_0,17,578,795,877,985,972,847,466
605_0,11,420,675,913,1991,2392,1819,319
606_0,0,477,457,178,55,29,15,435
607_0,11,513,743,846,1795,2921,2047,401
608_0,11,307,533,474,2199,2062,1177,251
611_0,11,296,610,722,2482,2541,1604,203
614_0,17,342,600,308,4415,2015,889,347
615_0,9,211,403,351,2383,1635,869,146
618_0,17,423,767,614,3446,2436,1391,373
620_0,3,1016,1253,1411,2248,2378,1962,870
623_0,4,812,1076,1124,1804,1952,1607,690
624_0,0,403,383,158,44,18,7,397
632_0,12,276,553,482,1998,1848,1029,215
633_0,12,840,1220,1324,3009,4418,2977,692
635_0,11,309,434,389,1258,1238,799,258
637_0,9,113,262,203,1461,963,496,73
639_0,17,354,624,565,2535,1649,1078,285
640_0,4,778,820,816,2212,1300,708,706
643_0,12,336,600,397,2530,1875,1066,314
644_0,12,391,785,572,3192,2449,1321,311
646_0,2,203,307,252,1710,915,490,161
647_0,12,570,952,1115,2153,2488,1611,414
648_0,11,442,581,599,1737,2293,1403,380
650_0,12,307,625,446,2537,2110,1151,252
651_0,0,368,256,101,41,24,11,369
652_0,4,454,723,782,1757,1416,1107,333
653_0,17,265,432,408,1972,1252,754,218
657_0,9,141,295,296,1661,1226,659,79
658_0,0,232,247,104,57,48,35,215
659_0,0,595,791,681,134,26,10,458
664_0,0,273,178,98,48,34,19,317
665_0,17,444,748,728,2133,1741,1235,361
666_0,12,695,1092,1291,3032,4632,3029,524
667_0,9,139,299,234,2339,1226,535,90
668_0,9,125,242,210,1491,921,460,76
669_0,8,99,285,300,1966,1294,654,34
671_0,0,337,406,329,378,346,245,302
673_0,3,305,518,502,2020,1032,606,214
675_0,18,275,419,559,943,1833,1609,191
676_0,0,635,820,714,152,20,16,521
682_0,0,200,148,77,47,30,19,219
685_0,11,232,378,500,1045,1207,893,143
687_0,8,86,251,160,2668,707,270,46
688_0,0,536,675,447,71,18,10,449
689_0,8,326,565,528,2389,1581,946,246
690_0,0,209,156,71,37,27,13,226
692_0,8,60,198,131,1921,508,221,4
693_0,8,54,169,112,2384,637,231,13
695_0,8,74,163,103,1610,560,226,17
696_0,12,316,515,565,1352,1853,1298,219
697_0,19,418,504,635,1283,2022,1307,379
699_0,0,289,335,232,77,33,19,259
701_0,8,134,118,54,249,92,40,147
702_0,11,263,492,515,2121,2019,1250,165
705_0,11,558,1056,1270,3298,3279,1867,356
710_0,12,191,407,190,2161,1114,557,175
711_0,12,527,901,917,2548,3229,2175,420
712_0,17,528,674,775,1508,2401,2064,465
716_0,0,201,161,81,56,31,24,212
717_0,17,633,846,1073,1803,3042,2747,534
718_0,9,162,252,159,1846,793,322,153
720_0,19,399,523,576,1289,1377,841,333
721_0,0,408,738,479,95,22,18,321
722_0,9,115,277,219,2449,1183,528,71
723_0,5,708,1080,1228,1491,1229,949,667
726_0,8,127,311,243,3219,1074,480,82
728_0,12,280,534,487,1865,2120,1282,226
729_0,17,514,648,751,1589,1989,1674,458
730_0,0,520,654,425,67,19,10,415
731_0,2,556,909,1079,1959,2417,1933,422
735_0,9,198,346,265,2231,1233,605,151
736_0,8,129,220,116,1702,687,281,93
737_0,17,770,1093,1213,2437,2944,2555,653
738_0,0,290,241,83,32,18,13,292
742_0,0,289,335,255,126,35,19,278
745_0,0,229,162,74,38,27,15,223
747_0,17,262,343,395,649,1289,1142,220
750_0,0,273,178,105,54,44,29,312
751_0,17,310,614,563,2646,1717,1088,248
752_0,8,192,318,218,2329,1095,484,147
753_0,12,592,887,1005,2681,2977,1875,493
754_0,8,37,105,62,1001,261,105,7
755_0,9,311,546,583,1998,2092,1228,229
756_0,17,257,461,307,3013,1708,789,254
759_0,0,668,874,900,424,21,12,563
760_0,12,409,530,614,1090,2042,1607,316
761_0,11,211,408,417,1324,1583,981,122
763_0,17,383,467,524,909,1468,1373,354
765_0,17,200,417,294,4302,1281,517,121
766_0,4,604,790,816,1571,1303,994,524
767_0,9,23,90,78,492,387,217,-34
770_0,19,333,410,569,1684,1674,883,298
773_0,17,208,335,257,1714,1106,574,182
774_0,0,436,538,527,942,1007,764,344
776_0,12,443,731,724,2079,2292,1543,364
779_0,8,186,362,263,2775,1159,501,148
780_0,12,478,768,681,2494,3031,2046,411
781_0,3,194,305,211,2010,869,417,175
783_0,9,130,283,248,1292,1059,605,72
786_0,12,563,992,1043,3015,3417,2022,411
788_0,17,314,513,364,3352,1825,929,281
789_0,3,627,1028,975,3112,2379,1680,531
790_0,17,328,769,618,3943,1515,798,163
792_0,2,496,781,727,2067,2066,1397,371
794_0,4,681,766,769,1912,1592,1214,477
795_0,3,340,420,437,1424,1576,1082,306
797_0,0,253,209,92,53,38,35,233
800_0,11,254,547,429,2514,1733,985,167
801_0,12,361,721,745,2455,2389,1378,240
807_0,9,175,251,200,1291,842,492,134
808_0,8,213,330,289,1843,1097,594,189
809_0,2,635,830,810,2087,2134,1610,579
810_0,12,400,640,468,2312,2117,1291,372
811_0,17,425,713,558,3784,2414,1228,386
814_0,17,425,609,569,2413,1668,1095,362
816_0,17,384,539,479,1721,1584,1117,366
818_0,0,232,213,77,37,28,22,243
820_0,4,509,683,752,1642,1150,871,426
821_0,2,341,355,296,1086,744,462,321
822_0,17,328,720,653,2465,1498,946,293
824_0,8,53,138,88,1046,449,184,34
829_0,9,210,325,297,1307,1254,771,165
832_0,17,468,560,669,1046,1898,1797,417
834_0,9,165,325,332,1473,1233,704,97
835_0,17,464,752,843,2381,1972,1334,383
837_0,5,972,1292,1413,1787,1769,1587,641
838_0,12,331,709,470,3054,1869,981,268
839_0,17,590,751,909,1520,2751,2169,508
842_0,3,672,974,1047,2134,1533,1187,584
843_0,4,654,914,954,1537,1482,1270,518
846_0,11,175,305,310,1102,956,584,127
848_0,17,247,504,397,3096,1625,865,204
849_0,9,271,415,411,1651,1640,913,202
851_0,4,660,986,1100,1664,1732,1511,468
853_0,3,462,617,589,1698,1188,852,357
856_0,12,607,998,1138,2312,2849,2009,460
857_0,12,339,771,613,3525,2938,1674,268
858_0,9,248,344,314,1138,1086,705,221
861_0,0,413,386,150,47,21,12,407
863_0,17,344,590,365,3335,1780,981,347
865_0,12,389,700,573,2552,2560,1590,318
866_0,11,494,779,799,2251,3055,2021,403
869_0,17,311,741,469,2663,1489,880,230
870_0,0,475,519,250,47,19,12,408
871_0,5,799,955,1018,1366,1402,1185,729
872_0,3,264,578,605,1810,1316,915,161
874_0,12,564,722,926,1655,2853,2621,509
875_0,0,261,232,100,66,52,38,241
877_0,17,436,552,661,1067,1854,1597,397
878_0,4,652,947,1002,1855,1489,1142,542
880_0,17,227,485,350,3339,1623,767,200
881_0,0,319,270,101,34,20,12,314
882_0,11,436,710,749,1510,1661,1030,328
883_0,11,429,655,518,2081,2346,1458,399
885_0,11,261,385,467,1154,1786,1237,196
886_0,2,985,1357,1543,2234,2418,2064,825
888_0,0,503,559,296,58,25,16,429
889_0,8,93,190,134,1641,463,211,50
890_0,9,48,152,158,785,683,377,-13
892_0,3,249,449,286,2640,1151,534,247
894_0,11,382,641,714,2293,2822,1780,266
895_0,8,159,299,205,3463,989,439,130
899_0,0,638,829,732,161,20,16,506
901_0,11,419,605,659,1258,2165,1610,340
906_0,17,327,606,323,5201,1797,806,305
907_0,3,427,620,476,2098,1570,979,397
908_0,12,477,733,842,1790,2476,1808,357
910_0,8,95,224,179,1325,836,395,70
911_0,18,168,222,238,694,885,509,114
913_0,11,402,564,482,1908,2047,1201,378
916_0,2,447,727,695,2461,2874,1659,391
917_0,0,243,174,85,50,27,17,256
918_0,17,548,774,1031,1610,2352,2125,471
922_0,9,141,328,303,1690,1350,710,83
923_0,11,335,664,737,2296,2287,1344,210
925_0,11,406,690,393,3495,1813,887,404
926_0,17,406,525,579,990,1170,916,355
927_0,0,528,656,418,64,17,9,434
928_0,4,558,812,1001,1718,1770,1582,472
929_0,0,367,356,157,46,21,18,359
930_0,11,177,238,242,558,566,362,117
934_0,4,440,622,627,1681,1216,849,365
936_0,3,527,761,789,2134,2112,1514,464
937_0,2,235,529,352,2216,1700,944,159
939_0,12,340,492,579,1101,2042,1672,251
942_0,11,236,488,478,1560,1626,988,144
943_0,0,225,174,73,49,33,16,230
946_0,3,515,841,1022,2121,2092,1782,444
949_0,9,192,416,472,1614,1667,995,102
950_0,8,77,168,157,785,619,347,20
951_0,3,391,519,494,1383,934,670,315
956_0,17,456,679,682,2319,2468,1450,376
957_0,5,750,896,982,1059,1104,960,604
958_0,8,59,162,98,1967,451,170,16
961_0,8,58,74,44,287,116,54,73
964_0,2,409,649,620,2247,1909,1253,317
966_0,17,301,489,518,1993,1713,1050,244
967_0,0,553,583,235,47,24,10,445
972_0,11,146,299,323,1068,881,565,82
974_0,11,401,734,903,2091,2664,1616,250
975_0,12,353,665,541,2524,2214,1279,294
977_0,0,517,523,196,54,35,16,408
979_0,11,180,337,335,1285,1377,879,87
983_0,2,362,545,567,1720,1495,961,282
988_0,0,471,511,242,53,20,11,397
990_0,11,272,510,639,1786,2339,1552,160
994_0,3,215,517,429,2602,1526,832,146
995_0,3,439,750,753,1698,1072,800,362
996_0,11,292,467,349,2053,1446,827,268
998_0,0,461,417,152,42,17,14,392
999_0,11,207,383,375,1183,1326,901,123
1000_0,11,207,465,492,1875,1792,1062,106
1001_0,17,724,1040,1349,1981,2846,2660,591
1002_0,2,159,284,275,1365,649,381,106
1003_0,12,293,407,385,1441,1416,763,229
1004_0,0,168,235,199,358,388,294,134
1009_0,17,266,382,410,1267,1053,767,228
1010_0,5,1330,1669,1704,2312,2814,2723,1228
1011_0,8,274,425,325,2767,1526,710,271
1012_0,16,613,909,1021,1835,2534,2331,466
1013_0,0,364,360,106,25,24,14,311
1014_0,4,928,1142,1165,1956,1994,1641,801
1015_0,4,445,590,614,1513,1499,990,417
1016_0,0,290,191,104,56,42,26,331
1017_0,12,455,679,572,2082,2302,1483,399
1022_0,12,465,781,620,2804,2360,1340,414
1023_0,11,302,502,419,3166,1975,990,232
1024_0,9,92,176,141,1365,628,291,44
1025_0,11,213,383,349,1513,1135,645,143
1026_0,2,259,507,469,2399,1145,653,207
1027_0,11,187,328,343,1066,1282,816,139
1032_0,9,39,70,62,336,211,105,32
1038_0,11,226,482,472,2303,2154,1265,132
1039_0,0,265,169,90,50,37,24,304
1041_0,5,893,1034,1098,1304,1316,1143,844
1043_0,12,499,751,730,2032,2301,1575,437
1045_0,4,989,1164,1204,1976,1605,1158,873
1051_0,9,137,292,210,2327,995,432,97
1052_0,3,139,351,317,2053,967,571,61
1053_0,17,299,730,420,3885,1493,726,240
1055_0,17,456,649,697,1905,2360,1675,396
1057_0,17,202,345,273,2311,1155,585,184
1059_0,3,573,742,771,1811,1361,993,471
1061_0,0,243,366,263,137,93,71,196
1062_0,0,580,790,719,156,27,16,472
1063_0,9,162,231,179,1503,693,358,136
1067_0,0,270,425,354,847,917,616,232
1069_0,2,360,552,695,2430,1628,893,301
1071_0,3,284,469,438,1852,1155,689,215
1072_0,17,396,464,514,810,1190,967,391
1074_0,12,478,768,774,2180,3205,2132,385
1075_0,9,48,162,156,994,485,279,-18
1077_0,3,400,503,527,1234,1077,905,343
1078_0,4,286,490,479,1418,897,662,216
1080_0,9,179,324,266,1824,1022,512,117
1081_0,11,382,552,529,1813,2072,1277,319
1083_0,3,450,638,659,1603,1353,935,372
1084_0,17,343,427,509,1315,1552,994,312
1085_0,12,378,748,724,2999,3225,1931,272
1087_0,12,832,1249,1366,3071,3704,2449,640
1090_0,12,343,635,542,2441,2485,1501,261
1091_0,17,193,521,345,3346,1470,741,141
1096_0,11,515,692,661,2465,2586,1519,487
1099_0,11,228,318,350,927,937,596,180
1101_0,12,583,890,912,2966,2892,1746,474
1102_0,11,263,503,507,1530,1803,1178,170
1106_0,0,382,511,366,107,40,23,322
1109_0,9,130,283,235,1744,1238,655,75
1110_0,12,260,600,403,3121,1825,994,198
1113_0,17,490,674,766,1667,2371,1609,444
1116_0,0,426,577,396,82,31,21,351
1117_0,12,267,486,315,2241,1187,719,255
1120_0,9,107,192,165,906,734,412,68
1122_0,5,946,1096,1151,1249,1596,1435,852
1123_0,12,291,577,488,2244,1743,981,221
1125_0,8,4,99,89,1121,508,219,-55
1126_0,0,409,372,135,52,29,18,357
1127_0,12,266,600,438,2837,2002,1112,190
1128_0,4,224,607,678,1331,1199,948,40
1129_0,17,267,487,291,3741,1708,743,276
1132_0,9,266,337,315,1291,1047,622,220
1133_0,11,200,367,278,2270,1267,623,148
1137_0,17,315,515,543,1626,2060,1347,245
1138_0,17,540,777,904,1844,2275,1748,454
1140_0,12,307,506,555,1212,1557,1031,231
1141_0,12,642,953,1117,2372,3449,2439,536
1142_0,3,468,677,719,1912,1318,910,371
1144_0,17,579,897,1168,1788,2387,2009,466
1145_0,17,471,656,738,1581,1878,1446,419
1146_0,12,378,753,709,2775,2132,1147,241
1149_0,0,334,302,111,42,25,10,305
