system:index,Landcover_Class,B2,B3,B4,B5,B6,B7,B1
14009_0,3,370,503,491,1510,999,675,332
14010_0,17,289,710,390,3510,1481,716,238
14011_0,4,705,902,1056,1896,1609,1355,625
14012_0,12,331,695,491,2948,2278,1233,249
14013_0,11,339,646,814,2045,2810,1919,217
14014_0,5,1759,2013,2265,2437,2525,2274,1543
14015_0,8,158,228,161,1310,588,287,145
14016_0,17,228,457,367,2167,1390,799,196
14018_0,0,534,510,213,58,29,16,471
14027_0,5,1292,1587,1632,1887,1947,1680,1148
14028_0,17,461,521,605,963,1685,1607,421
14031_0,3,685,772,889,1676,1469,1144,544
14032_0,9,200,328,278,1951,1110,561,149
14037_0,17,500,686,852,1392,2059,1866,411
14038_0,8,104,227,159,1785,735,314,62
14039_0,9,188,282,249,1368,1074,598,158
14040_0,3,729,1117,1239,2148,2086,1692,504
14041_0,8,399,491,525,1967,1665,1035,304
14049_0,11,428,753,870,1596,2635,1965,294
14051_0,12,565,896,1057,2460,3122,1965,424
14052_0,3,376,514,525,1628,1130,792,310
14053_0,8,138,212,166,1348,630,299,102
14054_0,0,704,892,934,593,29,16,604
14055_0,7,129,266,170,1544,799,364,90
14057_0,7,395,487,509,1812,1910,1107,332
14058_0,12,229,356,287,1927,1125,532,201
14059_0,0,868,885,671,308,110,70,712
14064_0,4,680,798,846,1281,1213,995,630
14067_0,12,598,1012,1014,3089,3110,1829,446
14072_0,2,155,325,300,1822,1342,735,77
14074_0,0,196,145,76,45,29,17,218
14075_0,2,714,927,1018,2348,2984,2137,598
14076_0,17,384,590,637,1787,1771,1324,350
14077_0,4,1091,1158,1201,1468,1346,1086,1010
14078_0,9,68,226,179,1957,971,437,18
14080_0,19,273,335,295,226,146,94,258
14081_0,12,246,463,444,1585,1742,1102,189
14084_0,11,217,423,353,2372,1280,661,178
14085_0,17,286,376,442,636,1256,1096,239
14087_0,2,120,283,212,1877,841,443,85
14088_0,17,228,449,368,1860,1409,874,212
14089_0,12,371,757,387,5137,1942,893,347
14091_0,0,527,448,171,54,26,16,472
14093_0,17,402,735,830,1074,1712,1710,137
14095_0,12,335,752,435,4543,1885,929,296
14097_0,19,718,1174,1114,3544,1822,1111,593
14098_0,4,586,835,996,1945,1424,1129,462
14101_0,0,247,186,89,55,34,22,266
14105_0,19,459,588,550,834,744,484,398
14106_0,11,285,451,456,1586,1893,1156,213
14108_0,3,451,691,737,1798,1581,1162,373
14112_0,12,736,1133,1381,3830,4274,2800,600
14113_0,0,346,350,166,69,34,15,329
14116_0,17,148,290,228,2487,994,424,94
14117_0,4,374,558,574,1610,1003,655,313
14120_0,0,310,262,98,37,22,16,305
14121_0,9,89,197,172,927,665,346,51
14124_0,19,268,472,318,3028,1101,495,232
14125_0,4,575,815,902,2311,1704,1288,430
14128_0,11,355,675,749,2501,2908,1744,228
14129_0,0,474,592,396,71,14,5,365
14132_0,17,457,671,856,1286,2024,1639,394
14135_0,11,411,625,516,2817,2340,1277,368
14136_0,12,824,1320,1755,3255,4095,2908,627
14137_0,11,332,480,473,2201,2031,1088,292
14138_0,11,324,559,477,1613,1381,800,265
14141_0,0,430,297,111,42,17,14,437
14142_0,12,390,664,613,2742,1868,1228,359
14143_0,17,400,568,691,1008,1705,1451,336
14148_0,9,100,167,104,1001,480,205,70
14149_0,12,397,696,564,2685,2203,1202,313
14150_0,8,90,178,106,1632,508,209,49
14151_0,12,498,846,766,3299,2893,1624,425
14156_0,11,394,748,787,2334,1954,1143,273
14157_0,0,376,380,153,67,38,27,347
14158_0,9,161,310,327,1089,1086,641,87
14159_0,19,425,595,583,1134,1414,960,364
14160_0,8,165,290,287,1052,1004,593,113
14161_0,8,205,379,282,2674,1245,565,145
14162_0,11,445,694,813,1725,2321,1603,293
14163_0,0,272,182,93,45,31,22,314
14164_0,0,200,142,69,46,26,19,216
14166_0,17,206,399,325,2174,1310,628,184
14168_0,4,396,704,765,1822,1393,1098,217
14169_0,11,293,411,374,1810,1406,857,278
14170_0,12,476,887,566,3918,2678,1491,438
14171_0,12,344,648,519,2501,2317,1328,288
14178_0,2,446,704,646,2870,1987,1237,366
14182_0,12,361,655,490,2797,2574,1522,320
14185_0,9,633,950,1118,2176,2407,1868,470
14189_0,0,225,176,86,55,38,28,229
14190_0,0,661,989,1079,1728,1999,1510,522
14191_0,4,608,878,928,1788,1586,1261,512
14195_0,11,316,712,356,4122,2052,991,297
14196_0,12,510,715,652,1929,2506,1754,458
14197_0,11,434,583,514,2345,1918,1051,418
14199_0,3,156,317,349,1539,890,592,81
14200_0,17,324,637,479,2803,2004,1053,261
14202_0,17,636,967,1029,2546,2488,2041,525
14206_0,12,568,856,930,2128,3325,2260,440
14207_0,17,617,762,854,1319,1921,1598,546
14208_0,8,53,130,152,449,616,461,-8
14210_0,5,987,1197,1313,1411,1496,1217,901
14212_0,3,403,671,691,1728,1315,907,279
14213_0,12,393,625,688,1758,2260,1559,310
14214_0,11,289,503,636,1692,2085,1431,199
14218_0,12,250,447,380,1752,1937,1247,185
14220_0,0,298,275,91,24,18,2,289
14222_0,17,403,483,591,1205,2185,1369,373
14225_0,11,409,660,677,2144,2711,1688,298
14226_0,11,297,538,612,1954,2011,1272,179
14227_0,17,291,508,602,1697,2103,1449,210
14229_0,12,422,672,685,1783,2127,1427,325
14231_0,12,311,570,551,1786,1548,926,210
14232_0,2,355,588,546,2285,1082,642,270
14233_0,4,322,605,677,1679,1465,1134,167
14236_0,2,237,432,445,2035,1283,775,163
14242_0,0,225,153,75,44,22,15,215
14244_0,17,699,964,1174,2182,2607,2205,577
14247_0,11,289,522,691,2082,2105,1406,169
14250_0,11,284,539,512,2272,2250,1343,224
14251_0,8,-40,32,28,339,172,89,-95
14254_0,0,266,295,234,221,147,134,262
14255_0,9,120,205,157,1358,763,368,85
14257_0,11,442,601,563,2200,2288,1318,384
14258_0,11,532,761,816,2023,3080,2088,444
14260_0,17,342,691,799,3090,2011,1078,283
14261_0,0,360,247,96,54,22,15,374
14262_0,17,244,505,364,2945,1516,811,228
14263_0,0,524,696,523,80,15,13,392
14267_0,0,209,148,77,47,33,19,235
14269_0,17,415,630,602,2136,1805,1227,361
14271_0,9,236,559,402,2879,1808,931,186
14273_0,0,548,677,463,84,28,10,454
14274_0,3,300,479,470,1305,1072,823,223
14276_0,17,258,443,425,2393,1427,965,188
14277_0,2,181,403,336,2209,1419,732,150
14280_0,17,368,619,481,3090,1849,1060,348
14281_0,12,420,638,733,1631,2834,1968,303
14282_0,5,278,530,550,1416,818,617,170
14283_0,11,274,514,528,1621,2128,1377,199
14285_0,8,86,213,150,2021,632,275,52
14287_0,17,391,648,687,2518,2015,1321,343
14291_0,9,686,754,859,1110,1290,1172,587
14292_0,17,464,759,720,2023,2265,1650,421
14294_0,9,117,217,195,940,621,379,90
14295_0,0,266,178,93,45,28,18,321
14298_0,17,278,486,427,1912,1411,788,216
14302_0,0,608,754,541,88,22,11,484
14304_0,9,76,260,235,1846,1009,495,5
14309_0,11,110,184,173,461,412,275,85
14310_0,12,363,700,370,3650,2079,1057,351
14312_0,11,390,499,444,2605,1487,891,364
14315_0,8,157,289,244,1372,880,452,116
14316_0,11,189,338,400,1350,1989,1273,108
14318_0,11,418,622,649,1779,1860,1280,363
14319_0,0,413,563,463,123,33,18,349
14320_0,8,42,153,89,1559,468,198,-4
14321_0,17,209,385,329,2061,1179,632,174
14323_0,12,331,473,529,1085,1751,1275,259
14324_0,12,563,926,962,2640,3216,2046,423
14325_0,12,332,550,626,1896,2540,1650,242
14327_0,2,211,273,226,1714,761,367,184
14328_0,11,336,692,566,2843,2540,1414,249
14329_0,5,832,1042,1256,1438,1419,1261,695
14331_0,8,128,211,156,1451,597,281,109
14332_0,9,358,695,625,2785,2641,1596,280
14336_0,11,273,460,512,1515,1586,919,172
14337_0,0,288,176,92,47,30,18,322
14341_0,19,424,527,661,1551,1595,1087,374
14342_0,0,474,361,128,42,21,9,431
14343_0,4,508,795,838,2080,1543,1149,412
14344_0,8,126,253,226,1389,904,508,82
14345_0,17,295,517,277,4248,1707,717,304
14348_0,12,234,399,413,889,960,604,149
14351_0,3,385,622,651,1535,1271,964,283
14352_0,12,449,752,624,2591,2335,1409,399
14353_0,0,612,805,720,163,28,14,515
14355_0,3,244,553,641,1856,1209,861,112
14357_0,12,296,666,466,3452,2033,1076,206
14358_0,17,418,784,726,2677,1952,1304,342
14359_0,4,589,718,783,1933,1240,897,465
14364_0,17,287,519,446,2191,1609,979,254
14366_0,0,225,166,74,38,19,12,245
14368_0,17,446,552,650,1003,1687,1525,400
14369_0,8,92,202,152,1537,587,265,67
14370_0,17,638,900,1129,1968,2342,1868,525
14371_0,9,266,371,331,1167,1138,676,162
14372_0,17,287,564,489,2539,2023,1405,225
14375_0,3,391,654,623,2543,1660,1050,327
14379_0,12,364,624,664,1858,2414,1554,274
14380_0,17,459,825,663,3272,2510,1318,400
14383_0,4,592,897,964,1483,1453,1235,471
14384_0,8,77,145,75,1126,410,190,58
14385_0,12,554,887,826,2581,2636,1560,483
14386_0,0,553,498,188,54,24,15,474
14387_0,2,424,570,691,1921,2264,1556,355
14390_0,9,257,523,573,1896,1680,948,146
14391_0,11,36,110,113,493,454,245,-14
14395_0,17,296,368,329,1500,917,630,294
14396_0,12,432,789,787,2907,3476,2086,314
14399_0,3,559,816,860,1847,1771,1329,441
14401_0,17,368,407,425,639,1399,1475,361
14404_0,17,503,696,929,1544,2228,2169,428
14406_0,4,482,617,617,1347,1463,1127,413
14407_0,12,309,482,503,1324,1983,1318,234
14408_0,0,281,204,98,52,26,22,285
14409_0,17,345,653,534,3519,1875,932,251
14410_0,4,1007,1384,1526,1752,1859,1763,802
14412_0,11,328,600,693,1942,2224,1526,229
14413_0,9,94,183,153,1068,687,324,61
14417_0,17,443,670,670,1938,1948,1299,396
14418_0,8,160,236,178,1441,501,251,140
14425_0,17,345,514,443,1767,1177,762,274
14426_0,12,428,700,823,2390,3240,2142,292
14427_0,17,391,700,776,3258,2382,1345,322
14429_0,11,306,553,455,1823,2009,1248,249
14430_0,12,491,602,633,1652,2333,1546,447
14432_0,0,480,583,335,59,19,12,387
14433_0,3,303,423,418,1188,898,644,213
14435_0,11,315,431,417,2323,798,496,284
14438_0,11,455,679,678,2161,2408,1384,377
14440_0,2,186,319,317,1258,834,519,137
14441_0,11,484,704,731,1846,2325,1637,420
14442_0,12,523,861,811,3047,3261,2076,430
14444_0,9,72,193,210,1101,1009,593,14
14445_0,9,190,317,263,1468,1050,561,147
14446_0,12,346,671,373,3133,1930,1020,317
14447_0,17,514,735,912,1736,2439,2243,443
14449_0,4,692,923,988,1641,1962,1495,620
14454_0,17,525,694,774,1655,2310,1682,441
14458_0,9,190,370,330,1498,1428,876,123
14459_0,17,340,710,502,3339,2141,1110,298
14461_0,0,458,505,229,44,16,6,379
14465_0,4,430,613,695,1718,1115,876,290
14466_0,17,251,469,285,3531,1743,760,247
14467_0,9,169,275,214,2071,955,449,139
14469_0,9,157,286,249,1842,1030,508,116
14472_0,9,324,656,786,2192,2342,1434,182
14473_0,12,206,520,446,2169,2098,1213,95
14474_0,5,1767,1967,2006,1940,1689,1413,1646
14475_0,2,209,452,250,2258,1338,653,185
14477_0,0,216,154,79,46,29,21,219
14478_0,12,406,803,619,3272,2592,1519,340
14482_0,11,372,570,536,2848,1790,1073,284
14483_0,12,639,1034,1226,3097,3717,2342,453
14484_0,4,973,1346,1323,2153,1797,1225,806
14488_0,12,346,653,477,2351,1687,888,296
14489_0,12,310,487,661,1055,2726,3048,212
14490_0,8,72,244,228,2335,982,472,10
14493_0,3,351,607,472,2790,1495,821,286
14494_0,2,183,318,287,1862,1214,658,154
14495_0,17,379,493,570,866,1821,1703,332
14496_0,9,199,361,260,2663,1026,453,164
14497_0,11,463,666,791,1546,2408,1783,351
14498_0,0,249,174,82,43,25,12,259
14501_0,11,196,321,313,910,1160,772,169
14503_0,0,597,725,485,81,18,14,509
14505_0,9,198,373,307,1914,1142,554,149
14508_0,8,190,176,122,667,297,127,192
14509_0,12,291,649,486,3153,2369,1314,237
14511_0,0,421,460,220,67,40,31,355
14512_0,0,354,341,132,44,24,12,339
14514_0,11,227,446,412,1879,1783,1089,160
14520_0,12,510,800,958,2507,3722,2297,393
14522_0,2,426,679,832,2136,2438,1706,332
14523_0,0,511,640,422,69,21,18,399
14526_0,9,202,360,283,2356,1358,662,156
14528_0,12,327,597,493,2335,2057,1153,270
14530_0,8,158,199,103,1156,381,166,153
14531_0,4,955,1217,1251,2284,1831,1604,803
14532_0,11,242,456,425,2050,2066,1229,163
14534_0,0,620,820,794,236,29,15,494
14537_0,11,200,368,411,1133,1363,908,124
14539_0,12,584,808,810,2266,3361,2144,524
14540_0,2,320,462,480,1745,1023,650,311
14545_0,4,361,553,616,1398,1176,917,243
14547_0,0,442,336,127,49,28,18,435
14548_0,17,319,443,540,1059,1714,1211,259
14549_0,11,290,537,419,2236,1528,819,235
14552_0,0,520,692,520,83,19,7,395
14557_0,17,696,990,1217,1844,2649,2429,567
14558_0,17,451,618,707,1748,2166,1601,387
14559_0,12,492,813,767,3099,3313,2040,414
14562_0,4,572,724,727,1717,1287,930,472
14563_0,3,612,963,969,1857,1813,1480,457
14566_0,8,68,297,179,3495,1161,470,20
14567_0,17,404,573,749,1144,1886,1673,319
14569_0,17,515,675,818,1537,2632,2244,460
14571_0,11,387,694,438,3417,2143,1089,359
14573_0,0,356,301,127,47,21,7,365
14574_0,3,437,559,611,1400,1062,755,380
14577_0,4,754,1048,1232,2000,1670,1418,638
14578_0,17,186,392,303,2538,1343,640,171
14580_0,0,516,712,564,102,25,14,408
14581_0,4,550,809,893,1683,1763,1330,421
14586_0,12,312,567,527,1998,2028,1352,248
14587_0,9,190,315,273,1092,1118,710,122
14590_0,11,208,357,340,1619,1448,807,130
14594_0,8,65,192,115,2275,746,288,19
14595_0,12,171,544,340,3436,1887,967,101
14599_0,0,469,875,564,653,900,763,389
14601_0,12,387,839,602,3712,2892,1589,311
14604_0,11,200,356,380,1614,1275,751,142
14605_0,9,287,490,485,1832,1077,666,229
14609_0,12,501,806,903,2081,2930,1997,375
14610_0,12,384,742,661,2633,2590,1613,297
14614_0,12,721,1189,1411,2651,3180,2028,492
14615_0,12,310,600,448,2759,1467,747,264
14617_0,17,303,400,326,1260,951,538,295
14620_0,12,420,710,598,2732,2796,1642,353
14623_0,2,308,523,512,2398,1765,1058,242
14625_0,17,355,477,638,1222,2416,2275,305
14626_0,17,491,793,721,2991,2485,1488,419
14630_0,0,467,579,354,58,16,11,365
14631_0,8,166,270,201,1619,936,421,122
14635_0,0,499,612,351,58,17,10,414
14637_0,11,344,443,439,1190,1490,947,301
14638_0,12,337,559,480,2439,1472,985,262
14640_0,12,350,814,394,4856,2365,1127,323
14641_0,12,452,844,957,2115,2070,1259,287
14642_0,0,277,173,91,48,34,19,314
14648_0,17,277,391,517,855,1836,1682,220
14650_0,8,228,386,268,3083,1303,548,186
14651_0,12,311,424,320,1282,1297,810,309
14652_0,4,2231,2520,2686,2946,2585,1717,2018
14653_0,11,153,260,207,1391,883,460,94
14654_0,9,67,142,109,872,467,227,34
14658_0,17,396,665,534,3205,1774,1065,371
14660_0,12,620,964,1066,2130,2260,1566,540
14665_0,5,1299,1512,1597,1773,1499,1207,1203
14670_0,8,229,362,441,1228,1385,822,105
14671_0,8,104,272,182,2954,882,334,58
14672_0,12,436,758,687,3167,2767,1571,364
14673_0,4,781,1031,1084,1858,1672,1374,630
14675_0,12,402,733,642,2317,2461,1525,313
14677_0,2,218,401,337,2486,1074,557,156
14678_0,8,149,265,174,1925,871,392,98
14679_0,17,433,502,586,916,1614,1537,401
14681_0,9,61,221,164,1831,903,403,18
14683_0,8,48,139,72,1421,377,144,5
14688_0,19,519,629,663,1488,2232,1519,470
14689_0,9,247,479,432,2725,1881,964,192
14690_0,4,585,898,947,1628,1751,1282,349
14691_0,2,699,934,1082,1706,1892,1605,649
14694_0,0,308,214,97,45,18,10,341
14695_0,11,8,157,144,1385,737,360,-61
14696_0,11,276,456,473,1593,2004,1152,179
14697_0,12,533,908,1105,2179,2932,1914,385
14701_0,11,503,645,709,1626,2988,2012,457
14702_0,11,134,300,354,1125,1263,811,70
14704_0,4,557,665,756,1258,1245,1052,371
14705_0,12,245,517,498,1935,2319,1345,155
14706_0,17,594,913,1186,1748,2784,2590,449
14707_0,17,157,395,287,2847,1186,502,114
14711_0,12,398,649,738,1593,2620,1977,292
14712_0,8,62,135,90,1219,326,124,36
14713_0,11,144,261,215,1201,806,460,99
14716_0,0,565,778,724,178,33,19,441
14717_0,4,498,780,907,1317,1702,1492,338
14718_0,12,355,730,496,3033,2262,1201,294
14720_0,8,46,216,151,2234,869,350,-3
14721_0,12,471,779,668,2481,2351,1390,414
14723_0,17,287,458,416,1735,1676,957,268
14725_0,0,211,151,78,47,30,18,228
14726_0,9,188,352,298,2355,1496,791,134
14727_0,0,219,177,83,46,34,19,230
14728_0,5,630,777,825,1228,1076,923,521
14729_0,17,359,511,625,977,1258,1078,303
14731_0,12,309,554,399,2379,1654,928,279
14732_0,17,153,385,305,1763,816,445,84
14734_0,5,1018,1440,1679,1968,2395,2156,771
14736_0,11,359,631,757,1867,2469,1660,225
14740_0,19,384,658,448,3697,2185,1049,376
14742_0,11,324,568,540,1806,2076,1324,264
14744_0,12,355,690,501,2704,1982,1070,286
14745_0,0,491,687,484,80,26,11,367
14746_0,6,850,1221,1441,2624,2699,2020,718
14749_0,9,99,237,182,1637,949,428,41
14750_0,4,444,769,746,1648,1379,1081,311
14751_0,9,148,264,231,1541,744,388,86
14752_0,0,463,585,383,66,24,17,375
14755_0,0,533,707,579,110,19,13,422
14756_0,3,245,452,457,1650,992,687,127
14758_0,11,303,580,565,2145,2382,1457,199
14759_0,17,282,590,577,2183,1957,1310,210
14760_0,12,824,1096,1370,1965,2796,2377,714
14763_0,12,419,847,765,2582,1719,1153,329
14766_0,0,483,582,315,57,20,13,395
14767_0,0,256,201,83,36,24,21,242
14770_0,2,241,497,301,4220,1541,658,192
14772_0,11,261,332,303,962,1222,825,203
14775_0,12,342,676,358,4635,1792,885,342
14776_0,4,594,963,999,2254,1979,1490,497
14777_0,2,304,386,392,1077,817,584,259
14778_0,11,379,597,447,1997,1872,1144,347
14779_0,9,145,310,217,2735,1268,530,114
14780_0,12,211,458,326,2336,1437,778,159
14788_0,11,256,330,306,1180,1167,718,236
14789_0,17,495,605,690,1050,1368,1141,441
14791_0,12,310,635,296,4852,1731,772,317
14792_0,12,564,810,857,1962,3036,2088,465
14793_0,2,422,556,646,1362,1890,1228,343
14794_0,18,289,371,426,1283,1510,925,273
14795_0,12,367,572,481,2403,2069,1205,332
14796_0,12,585,896,938,2381,3223,2096,480
14800_0,17,272,552,463,2834,1599,818,205
14801_0,17,372,665,484,3037,1964,1174,347
14804_0,12,506,807,839,2383,2773,1680,382
14807_0,11,329,481,485,1605,1731,1149,270
14809_0,0,508,429,157,50,18,14,457
14810_0,2,202,312,275,1633,937,488,155
14812_0,17,292,462,279,3477,1772,795,270
14813_0,11,163,328,289,1908,1383,746,102
14815_0,17,475,750,974,1702,2370,1906,384
14816_0,17,290,331,363,545,1288,1192,263
14821_0,6,706,1060,1251,2076,2958,2510,538
14823_0,4,545,761,804,1787,1306,996,485
14824_0,17,284,626,581,2117,2252,1519,198
14826_0,17,350,390,431,639,1027,888,341
14828_0,17,424,650,695,2107,2238,1570,383
14830_0,17,276,418,551,869,1361,1233,209
14833_0,8,62,138,76,1111,323,144,27
14834_0,11,350,655,753,2193,2422,1562,222
14836_0,8,103,189,142,1056,654,325,69
14839_0,8,50,162,104,2304,529,187,7
14841_0,8,96,179,105,1228,538,228,79
14842_0,7,148,110,67,134,107,61,168
14843_0,8,124,288,182,2550,809,334,86
14844_0,2,236,324,292,1093,765,458,200
14847_0,0,430,321,121,36,27,11,414
14848_0,12,469,809,615,3163,2815,1609,405
14850_0,12,729,1045,1225,2596,3279,2138,607
14852_0,9,53,193,115,1689,622,254,26
14854_0,12,582,766,817,2158,3254,2048,511
14857_0,0,282,236,105,64,36,25,289
14861_0,9,269,531,584,2359,2161,1226,166
14864_0,3,488,686,757,1624,1365,1019,403
14865_0,0,424,335,134,43,24,14,425
14867_0,4,526,926,704,3311,2096,1389,392
14870_0,19,362,507,657,1570,1673,1082,290
14871_0,8,65,138,95,1290,391,162,22
14872_0,17,196,648,300,3932,1346,562,144
14873_0,9,39,148,130,1081,579,265,-3
14877_0,12,384,723,547,3056,2482,1355,323
14879_0,12,398,674,782,2388,2753,1779,305
14880_0,0,224,161,82,52,32,21,235
14881_0,0,604,778,639,123,18,7,488
14882_0,12,680,1161,1500,3256,4042,2520,476
14886_0,12,553,990,1055,2865,2615,1841,405
14889_0,17,194,541,420,4625,1526,704,37
14892_0,4,536,746,814,1503,1437,1118,402
14893_0,12,501,947,921,3581,3315,1876,373
14897_0,8,98,213,119,1788,598,235,55
14900_0,12,807,1211,1371,3285,3815,2447,651
14902_0,12,444,778,735,2434,2346,1370,357
14903_0,4,388,743,751,2172,1542,1140,220
14908_0,11,260,392,403,1345,1524,994,206
14909_0,12,347,607,541,2114,2312,1397,288
14911_0,11,358,609,651,2113,2674,1647,247
14912_0,0,645,840,777,208,25,12,555
14914_0,11,379,649,766,2307,2407,1538,266
14916_0,8,94,110,66,658,173,64,91
14918_0,0,300,361,249,103,49,26,275
14921_0,0,387,383,167,69,27,16,361
14922_0,12,488,687,693,1512,1769,1203,476
14924_0,4,673,832,842,1818,1460,1112,584
14925_0,12,386,651,632,2062,2635,1663,328
14935_0,12,345,711,525,3018,2310,1281,277
14938_0,11,315,504,373,2644,1778,928,263
14939_0,17,255,418,380,2233,1510,801,237
14943_0,11,281,479,469,1610,1789,1214,217
14945_0,8,188,317,279,1339,1013,528,131
14947_0,17,606,715,806,1142,1983,1978,565
14952_0,12,472,809,661,3171,2756,1669,428
14953_0,12,361,761,541,3176,2165,1173,285
14954_0,17,525,852,938,2823,2378,1669,420
14956_0,0,386,263,100,44,20,12,391
14957_0,12,353,623,610,2059,2277,1514,285
14959_0,11,390,635,510,2031,2051,1307,345
14961_0,19,483,643,651,1137,1031,751,405
14964_0,12,486,715,709,2053,2617,1600,408
14965_0,12,502,871,991,2566,2923,1771,335
14967_0,0,546,605,274,52,22,13,418
14969_0,11,459,829,763,2356,1907,1089,337
14970_0,3,247,410,446,1698,1058,585,208
14973_0,12,735,1062,1351,2501,3926,2720,566
14975_0,5,1689,1925,1875,1788,1674,1113,1488
14979_0,0,421,577,392,77,24,9,338
14980_0,2,351,470,423,1698,1522,895,331
14981_0,17,468,958,815,4265,1970,1116,315
14987_0,12,446,576,634,1601,2045,1415,404
14988_0,19,445,588,614,1358,1411,1012,402
14989_0,12,270,371,325,921,1357,896,223
14990_0,5,665,750,757,1663,1074,747,501
14991_0,9,40,187,219,939,879,498,-32
14995_0,12,683,1164,1384,3432,3861,2294,465
14996_0,12,381,691,622,3035,2860,1535,288
14997_0,9,199,359,347,1738,1499,820,115
15000_0,16,220,421,397,1970,1527,889,164
15003_0,17,603,713,825,1176,1998,1859,564
15005_0,12,435,783,643,3029,2851,1750,343
15006_0,12,313,707,451,3942,2393,1238,251
15008_0,17,401,621,689,1389,1715,1260,309
15009_0,8,90,181,110,1578,453,186,59
15010_0,12,500,815,949,2269,3167,2152,347
15012_0,8,48,120,91,784,338,158,4
15013_0,0,236,214,90,46,28,19,228
15019_0,2,421,708,608,3673,2200,1189,388
15021_0,9,213,436,481,2013,1592,968,112
15024_0,12,270,524,393,2456,1992,1079,221
15026_0,3,422,681,712,2083,1367,951,334
15029_0,12,284,630,504,2929,2284,1312,206
15030_0,17,314,566,577,2260,2031,1392,260
15031_0,11,439,714,576,2839,2666,1528,382
15035_0,0,232,654,439,99,22,11,219
15036_0,16,169,422,301,2508,1285,606,134
15037_0,9,154,256,225,763,777,438,97
15038_0,4,790,1147,1083,2792,2461,1954,670
15041_0,11,222,375,309,1582,1431,841,184
15044_0,11,176,404,410,1717,1463,797,87
15046_0,17,334,816,667,2888,1881,1213,195
15049_0,2,234,386,339,2424,1156,572,193
15053_0,9,117,258,214,1684,1160,568,66
15055_0,12,262,434,503,1233,1353,899,186
15056_0,17,321,442,596,1043,1725,1555,275
15059_0,17,357,601,465,2065,1496,942,313
15060_0,2,350,656,651,1966,2039,1365,255
15062_0,8,128,234,193,1848,602,278,96
15064_0,11,205,328,317,1261,1444,839,143
15067_0,11,436,787,456,4483,2319,1137,417
15068_0,11,486,726,814,1947,2855,2018,375
15069_0,12,226,480,243,3176,1375,652,181
15070_0,17,485,695,878,1321,1959,1650,417
15075_0,17,560,874,1102,1595,2383,2054,454
15077_0,9,316,537,493,2108,2259,1390,241
15078_0,8,138,282,303,1403,1201,687,57
15079_0,3,423,781,900,1859,2454,1784,277
15080_0,8,90,214,139,2131,585,239,51
15081_0,4,664,872,938,1314,1385,1182,576
15082_0,17,548,943,1011,2411,2559,1851,448
15085_0,19,623,744,839,1628,3033,2135,563
15087_0,11,272,519,632,1594,1861,1260,177
15089_0,12,244,493,317,2469,1540,808,211
15091_0,0,466,552,317,59,24,16,399
15094_0,11,437,732,684,2701,2114,1408,382
15097_0,9,269,485,549,1490,1984,1277,176
15099_0,0,338,242,98,47,19,10,364
15104_0,11,458,800,924,2585,3422,2182,347
15105_0,0,356,452,387,251,164,121,296
15108_0,4,459,653,550,2078,1836,1228,433
15109_0,17,368,477,481,1110,1394,1070,339
15110_0,0,372,287,116,47,17,11,387
15111_0,0,297,242,100,41,20,16,305
15113_0,2,203,385,423,1365,1436,937,149
15114_0,11,478,682,799,1681,2853,2088,383
15117_0,2,264,564,400,2358,1482,850,182
15118_0,12,507,1059,946,3783,3034,1727,341
15120_0,17,627,888,1107,2030,2738,2338,536
15121_0,12,394,659,458,2935,2127,1187,356
15125_0,18,295,455,584,1543,1826,1192,204
15126_0,11,148,316,372,1144,1344,814,65
15130_0,12,442,810,661,2773,2518,1494,363
15132_0,11,217,482,533,1885,1977,1224,149
15133_0,5,3135,3057,3303,3641,2719,1498,2841
15134_0,17,492,777,1038,1488,2288,1935,415
15135_0,0,294,246,91,29,17,11,282
15136_0,8,88,222,181,1717,893,420,36
15137_0,0,434,416,172,50,22,13,407
15138_0,0,363,442,455,262,90,52,329
15139_0,17,493,633,729,1075,1747,1661,443
15141_0,0,217,164,84,54,30,21,238
15144_0,12,382,633,595,2528,1996,1291,327
15145_0,12,280,537,441,2442,1685,970,222
15148_0,12,423,622,551,3352,2717,1652,374
15149_0,12,199,385,377,1232,1734,1158,133
15150_0,12,664,993,1038,2751,3121,1950,531
15151_0,11,261,627,703,2827,2428,1422,178
15152_0,19,379,448,549,1123,1869,1276,345
15155_0,11,274,393,354,2222,1384,740,238
15156_0,16,313,673,495,3219,1968,1056,214
15161_0,9,271,451,387,2681,1711,892,221
15162_0,17,287,471,258,4179,1750,727,291
15164_0,0,187,147,71,43,29,18,216
15167_0,12,517,751,739,2832,2670,1621,439
15169_0,17,305,517,293,3694,1711,736,297
15171_0,12,826,1106,1372,2483,4276,3089,656
15172_0,19,253,248,187,553,388,226,270
15173_0,3,546,789,879,1711,1676,1377,405
15180_0,0,196,148,76,43,34,19,220
15184_0,11,136,325,222,2303,1123,556,93
15185_0,0,679,882,926,436,27,11,582
15187_0,0,209,157,82,45,30,24,230
15188_0,2,447,821,689,2584,1828,1130,377
15189_0,9,317,527,505,2194,2168,1221,258
15190_0,12,601,1023,848,5011,3272,1742,534
15191_0,5,595,851,955,1704,1755,1400,429
15193_0,4,549,772,767,2176,2867,1863,470
15194_0,12,394,580,458,2000,2104,1324,371
15195_0,3,620,873,946,1592,1425,1074,523
