system:index,Landcover_Class,B2,B3,B4,B5,B6,B7,B1
4496_0,0,525,473,186,48,25,12,472
4497_0,3,354,575,406,2665,1794,1028,333
4498_0,8,95,255,151,2838,797,314,47
4499_0,4,847,1199,1340,2142,1836,1478,681
4503_0,4,662,960,1172,2024,1623,1370,556
4504_0,17,539,722,917,1461,2115,1980,461
4506_0,19,465,701,972,1593,2352,2070,390
4507_0,5,920,1222,1278,1559,1738,1538,847
4510_0,5,1363,1748,1829,2135,2345,1967,1065
4512_0,17,337,383,396,654,1116,1091,332
4513_0,0,478,615,378,61,14,13,375
4514_0,12,621,989,1052,2118,2272,1695,491
4515_0,17,290,508,368,3072,1800,877,257
4516_0,0,505,573,302,56,17,7,408
4518_0,2,260,381,421,1296,1216,783,216
4523_0,12,647,1080,1119,3443,4222,2585,509
4524_0,12,404,743,628,2534,2688,1622,333
4525_0,17,502,742,904,1272,2029,1819,360
4526_0,11,272,519,409,1676,1716,1093,229
4527_0,9,90,147,132,455,432,236,47
4532_0,12,401,649,801,1983,2766,1862,290
4533_0,2,350,662,582,2060,1632,1103,293
4535_0,17,645,888,1111,1758,2393,1974,543
4536_0,9,62,144,118,1116,546,269,-4
4537_0,9,94,232,137,1904,856,346,50
4539_0,12,712,1179,1372,3458,3666,2102,516
4543_0,17,259,490,276,4052,1615,692,258
4544_0,12,437,715,585,2424,2226,1288,389
4545_0,2,102,279,210,1482,767,426,41
4550_0,18,314,436,438,1514,1371,774,308
4551_0,17,375,467,438,1410,1606,1150,334
4554_0,0,637,798,702,153,30,10,529
4555_0,19,236,247,213,137,78,50,242
4556_0,0,595,763,637,123,19,14,484
4561_0,19,309,387,409,501,573,359,274
4564_0,3,397,560,527,1894,1545,947,348
4565_0,12,226,403,337,2363,1611,778,166
4566_0,9,176,370,325,2273,1397,678,117
4570_0,9,174,243,193,816,641,336,147
4571_0,11,75,151,153,677,520,347,3
4572_0,12,358,602,416,2180,1802,1060,334
4582_0,17,521,793,849,1919,2154,1616,418
4583_0,12,581,934,998,2760,3391,2154,463
4584_0,0,197,145,70,36,22,15,206
4585_0,0,220,298,188,76,26,15,210
4586_0,4,454,647,676,1587,1185,883,380
4587_0,12,347,713,388,3188,2017,1090,331
4588_0,17,581,1000,1063,2777,2303,1645,455
4590_0,8,78,136,84,1206,396,162,44
4595_0,17,622,887,1178,1787,2889,2732,509
4596_0,11,322,656,689,2266,2244,1348,202
4597_0,11,287,473,364,2705,1640,855,267
4598_0,17,442,627,558,2649,1788,1112,416
4599_0,19,379,483,543,1050,1449,985,332
4600_0,4,602,728,678,1796,1329,943,457
4601_0,12,366,588,490,1800,1816,1221,325
4602_0,17,361,606,534,2423,1530,896,338
4603_0,11,200,394,284,2510,1316,680,129
4604_0,17,458,651,829,1267,1855,1531,329
4605_0,8,83,230,156,2415,717,284,39
4606_0,5,3257,3820,3964,3839,4047,3795,2923
4607_0,12,443,719,547,2320,2279,1390,403
4608_0,19,4510,5138,5264,5053,1284,557,4290
4610_0,12,272,544,376,2451,1622,834,219
4613_0,5,1181,1412,1626,1931,2251,1927,1039
4614_0,0,478,423,157,42,22,14,395
4615_0,0,364,231,96,34,21,11,365
4616_0,8,48,145,105,1074,454,218,16
4617_0,17,370,557,497,2097,1931,1203,337
4618_0,8,188,252,184,1434,758,375,158
4619_0,8,199,374,312,2339,1478,692,164
4621_0,8,183,202,129,882,382,167,184
4622_0,12,565,881,996,1983,2461,1766,450
4623_0,12,359,762,357,3785,1798,893,340
4624_0,9,513,774,901,1876,2581,1811,377
4625_0,17,495,864,1186,2366,2997,2425,349
4626_0,17,256,416,313,2804,1352,719,243
4628_0,4,276,315,255,1530,847,493,231
4629_0,2,1042,1707,2331,3379,4373,3887,827
4631_0,8,284,415,358,2341,1433,695,221
4632_0,17,589,762,997,1515,2159,1992,498
4633_0,0,317,367,248,109,45,33,308
4634_0,3,121,355,303,1836,886,560,58
4636_0,4,369,494,576,1448,946,679,265
4638_0,17,832,1022,1178,1566,2141,1803,741
4639_0,17,526,708,704,2250,2225,1634,453
4643_0,9,63,244,288,1115,924,518,-4
4644_0,9,309,465,399,1868,1172,706,264
4646_0,12,618,944,1001,2402,3434,2339,478
4647_0,9,136,261,199,1444,910,484,110
4648_0,0,519,595,321,64,19,12,434
4650_0,12,504,977,1208,2442,3431,2127,316
4651_0,17,316,439,564,1430,1668,1115,283
4654_0,8,292,469,495,1876,2347,1493,170
4656_0,12,601,841,1099,1777,2469,2057,505
4657_0,12,498,989,1099,2920,3132,1970,329
4660_0,11,232,446,488,2210,1654,1028,159
4662_0,8,46,111,51,1007,289,118,30
4663_0,12,236,438,373,1308,1135,688,169
4665_0,3,594,810,779,2380,1698,1138,474
4666_0,9,56,171,180,1171,700,352,-11
4668_0,11,330,552,510,2707,2238,1217,267
4669_0,8,114,268,197,2702,1039,436,73
4670_0,2,219,314,293,1443,796,429,179
4671_0,0,559,704,468,98,37,24,455
4673_0,0,288,173,90,45,35,19,331
4675_0,3,341,559,608,1529,1194,818,257
4676_0,17,409,572,703,1757,2125,1269,363
4677_0,11,369,523,470,1541,1884,1183,331
4678_0,17,574,835,911,1759,2302,2013,489
4679_0,2,151,283,236,1627,975,474,123
4681_0,5,788,1109,1133,2796,1952,1204,701
4682_0,0,495,558,277,66,25,14,402
4683_0,17,372,742,368,5578,2041,920,373
4684_0,11,280,397,428,957,1570,1154,225
4687_0,0,229,226,85,40,28,22,242
4689_0,17,327,490,424,1658,1487,960,310
4693_0,4,547,634,642,1190,936,762,455
4694_0,11,332,558,487,2995,2308,1196,291
4695_0,0,469,501,202,47,25,15,427
4696_0,17,405,595,529,2669,2204,1277,380
4697_0,17,397,504,611,1072,1539,1300,341
4700_0,4,305,658,744,1877,1037,751,235
4704_0,3,516,701,764,1836,1425,989,447
4705_0,12,294,636,361,3332,1633,790,279
4706_0,9,193,240,167,1270,636,294,191
4708_0,8,137,258,150,1849,570,268,97
4709_0,16,565,761,858,1888,3115,2113,480
4710_0,17,359,482,494,815,945,719,323
4711_0,4,305,506,578,1464,1144,887,184
4717_0,4,365,698,797,1510,1278,1057,225
4718_0,9,194,382,332,1310,1319,814,130
4721_0,11,180,397,411,1605,1385,831,101
4722_0,17,320,414,516,1145,1322,1031,244
4723_0,4,347,522,501,1677,1116,795,228
4724_0,11,92,166,139,636,376,224,66
4726_0,2,394,494,537,2305,1709,1087,307
4727_0,12,402,692,684,2045,2559,1660,324
4729_0,11,313,499,543,2055,2256,1365,218
4730_0,12,384,602,555,1995,2520,1659,330
4733_0,9,178,307,234,1692,930,485,139
4735_0,19,282,312,332,814,653,444,253
4736_0,9,91,234,161,2056,936,396,64
4741_0,9,86,193,145,1235,748,366,47
4743_0,12,774,1090,1289,2342,2562,2198,658
4744_0,0,527,641,369,71,20,13,447
4747_0,12,441,819,810,2766,2597,1461,325
4749_0,17,583,729,858,1315,1910,1645,509
4750_0,0,483,566,294,56,18,7,405
4752_0,12,305,628,416,3664,1831,885,286
4753_0,11,60,119,130,517,314,191,37
4754_0,12,343,752,487,4133,2326,1229,288
4759_0,3,436,645,666,1777,1164,810,351
4760_0,4,681,798,836,950,924,794,643
4761_0,12,669,935,1056,2141,3456,3027,580
4768_0,9,71,197,136,1324,733,344,13
4769_0,4,712,1025,1059,1086,1550,1445,629
4770_0,0,321,241,100,54,28,18,312
4771_0,9,332,483,562,2098,2102,1160,276
4773_0,11,428,754,933,2312,2658,1795,302
4779_0,11,154,231,218,847,813,486,124
4780_0,17,341,586,632,1845,1706,1342,237
4782_0,12,465,800,722,2461,2376,1431,368
4788_0,8,104,184,163,1031,652,319,72
4790_0,12,84,163,92,1069,431,217,44
4791_0,0,437,498,235,56,28,17,387
4792_0,11,457,596,671,1503,2272,1470,382
4793_0,12,403,769,529,3644,2120,1113,356
4796_0,12,423,644,716,1985,1993,1440,365
4797_0,12,333,697,502,3432,2209,1129,274
4799_0,9,159,260,182,1638,945,511,115
4801_0,8,20,47,33,132,86,52,-2
4803_0,0,504,536,236,53,25,14,441
4807_0,12,398,889,661,4055,3034,1768,302
4809_0,12,514,865,918,2660,3248,2006,384
4810_0,17,358,491,637,932,1192,980,307
4812_0,2,65,420,243,2942,1441,733,6
4817_0,12,484,804,641,2825,2331,1371,431
4818_0,12,339,618,661,1645,1595,945,211
4822_0,0,251,183,91,50,32,23,262
4823_0,9,181,308,326,1145,1127,677,131
4824_0,0,296,204,115,68,51,42,348
4825_0,12,1055,1652,2117,3205,4723,3592,784
4827_0,17,287,531,407,2806,1630,912,258
4828_0,0,212,214,141,129,100,79,232
4831_0,12,450,820,609,3022,2361,1328,397
4834_0,9,37,117,90,709,365,179,4
4835_0,0,444,620,536,132,33,15,365
4838_0,0,225,174,86,59,37,21,246
4839_0,12,755,1045,1105,2502,2833,2105,660
4840_0,11,255,405,483,1262,1823,1252,178
4843_0,9,132,328,257,2678,1172,524,72
4844_0,11,336,550,595,1689,2263,1372,225
4845_0,2,296,533,490,2584,1511,905,178
4846_0,4,456,612,627,1091,905,707,361
4848_0,17,469,674,893,1333,2118,1760,413
4849_0,17,814,1170,1333,2270,2494,2118,619
4850_0,17,402,652,706,2036,1854,1313,310
4854_0,9,52,110,102,534,428,241,17
4859_0,17,561,720,825,1461,2483,1912,492
4861_0,11,337,443,464,1591,1820,1191,274
4862_0,0,322,427,323,116,53,34,289
4863_0,3,357,675,606,2814,1955,1135,294
4864_0,11,447,643,597,1731,2426,1727,400
4865_0,9,130,257,236,1050,696,384,56
4869_0,17,387,539,525,1700,1843,1337,355
4871_0,12,528,865,830,2747,2824,1747,425
4874_0,0,350,312,117,38,20,12,328
4878_0,12,900,1449,1825,3228,3977,2712,656
4879_0,12,589,986,1111,3111,3580,2313,461
4881_0,8,168,295,248,1838,792,395,137
4885_0,3,233,387,418,1319,1194,759,164
4888_0,17,511,748,837,2159,2111,1540,435
4890_0,17,266,325,373,589,1333,1236,249
4891_0,5,638,1091,1198,1390,1546,1232,384
4894_0,0,404,386,142,36,26,16,371
4895_0,0,466,508,240,46,21,12,384
4896_0,17,443,560,659,1149,2344,2009,390
4897_0,17,628,898,1185,2269,2729,2222,542
4899_0,5,1689,2072,2169,2284,1965,1731,1490
4903_0,4,589,825,909,1433,1584,1355,468
4905_0,8,59,134,73,1423,415,165,28
4906_0,0,524,453,163,47,22,7,474
4909_0,12,519,886,997,2601,3590,2346,387
4913_0,0,576,706,363,53,18,16,459
4914_0,17,458,544,633,963,1668,1541,418
4915_0,8,206,343,238,2408,1195,559,200
4916_0,2,450,552,590,1793,1279,946,407
4918_0,3,469,784,741,2462,2236,1319,379
4923_0,8,200,320,243,2279,1070,501,153
4924_0,9,52,81,69,225,191,106,14
4930_0,0,339,512,441,961,951,656,239
4931_0,12,418,695,583,2376,2424,1553,355
4932_0,8,131,192,135,1521,611,265,114
4933_0,8,204,356,258,3007,1330,544,143
4934_0,17,358,554,701,1406,1976,1736,268
4935_0,0,256,249,105,55,38,26,235
4936_0,8,-4,60,42,656,157,77,-24
4939_0,17,430,471,526,807,1591,1661,425
4940_0,17,472,736,839,2270,2222,1733,392
4941_0,11,90,173,148,1002,597,315,60
4943_0,11,230,435,340,2526,1712,824,158
4944_0,9,274,405,317,2628,1526,710,221
4945_0,17,564,833,990,1787,2259,1992,480
4946_0,11,434,882,1037,2944,2801,1616,286
4947_0,11,521,797,870,2505,3001,1855,461
4948_0,12,387,691,824,2259,2817,1830,272
4954_0,0,366,427,169,68,45,37,324
4956_0,9,45,172,159,1073,811,422,-15
4957_0,8,56,125,105,710,491,236,15
4959_0,17,303,496,499,2137,1753,992,277
4960_0,8,83,202,262,1265,1056,519,39
4962_0,16,425,609,772,1221,2097,1904,346
4963_0,0,649,846,830,264,26,12,558
4964_0,3,634,964,989,2428,2367,1749,529
4969_0,17,175,428,505,1634,1774,1302,61
4974_0,0,450,443,188,47,19,13,412
4977_0,17,687,950,1244,1924,2948,2806,573
4981_0,8,106,209,197,967,821,468,47
4982_0,12,337,672,460,2983,2285,1210,289
4983_0,17,462,704,895,1271,1762,1431,403
4990_0,12,433,796,636,3126,2258,1208,380
4993_0,9,375,589,589,1992,1982,1214,310
4998_0,0,558,684,456,108,49,34,469
4999_0,17,476,808,923,2200,2283,1493,364
